Signal Type: RIP_Thorax_Type;
Start Time: 26/04/2023 19:08:36;
Sample Rate: 32;
Length: 9992;
Unit: ;
;
Data:;
19:38:48,719;-40
19:38:48,750;-35
19:38:48,781;-30
19:38:48,812;-24
19:38:48,844;-19
19:38:48,875;-14
19:38:48,906;-9
19:38:48,937;-3
19:38:48,969;2
19:38:49,000;8
19:38:49,031;13
19:38:49,062;19
19:38:49,094;25
19:38:49,125;31
19:38:49,156;37
19:38:49,187;44
19:38:49,219;50
19:38:49,250;57
19:38:49,281;64
19:38:49,312;71
19:38:49,344;78
19:38:49,375;85
19:38:49,406;93
19:38:49,438;100
19:38:49,469;107
19:38:49,500;114
19:38:49,531;121
19:38:49,562;127
19:38:49,594;133
19:38:49,625;138
19:38:49,656;143
19:38:49,688;147
19:38:49,719;150
19:38:49,750;152
19:38:49,781;152
19:38:49,812;152
19:38:49,844;150
19:38:49,875;147
19:38:49,906;143
19:38:49,938;138
19:38:49,969;131
19:38:50,000;123
19:38:50,031;114
19:38:50,062;104
19:38:50,094;94
19:38:50,125;82
19:38:50,156;71
19:38:50,187;59
19:38:50,219;47
19:38:50,250;35
19:38:50,281;24
19:38:50,312;13
19:38:50,344;3
19:38:50,375;-6
19:38:50,406;-15
19:38:50,437;-22
19:38:50,469;-28
19:38:50,500;-33
19:38:50,531;-37
19:38:50,562;-40
19:38:50,594;-42
19:38:50,625;-43
19:38:50,656;-43
19:38:50,687;-43
19:38:50,719;-42
19:38:50,750;-40
19:38:50,781;-38
19:38:50,812;-36
19:38:50,844;-34
19:38:50,875;-32
19:38:50,906;-31
19:38:50,938;-29
19:38:50,969;-28
19:38:51,000;-28
19:38:51,031;-28
19:38:51,062;-28
19:38:51,094;-28
19:38:51,125;-29
19:38:51,156;-31
19:38:51,188;-32
19:38:51,219;-34
19:38:51,250;-36
19:38:51,281;-37
19:38:51,312;-39
19:38:51,344;-40
19:38:51,375;-41
19:38:51,406;-41
19:38:51,438;-41
19:38:51,469;-41
19:38:51,500;-40
19:38:51,531;-38
19:38:51,562;-37
19:38:51,594;-34
19:38:51,625;-31
19:38:51,656;-28
19:38:51,687;-25
19:38:51,719;-21
19:38:51,750;-17
19:38:51,781;-13
19:38:51,812;-9
19:38:51,844;-4
19:38:51,875;-1
19:38:51,906;3
19:38:51,937;7
19:38:51,969;10
19:38:52,000;14
19:38:52,031;16
19:38:52,062;19
19:38:52,094;21
19:38:52,125;23
19:38:52,156;25
19:38:52,187;27
19:38:52,219;29
19:38:52,250;30
19:38:52,281;32
19:38:52,312;33
19:38:52,344;35
19:38:52,375;36
19:38:52,406;38
19:38:52,438;40
19:38:52,469;42
19:38:52,500;45
19:38:52,531;47
19:38:52,562;50
19:38:52,594;53
19:38:52,625;56
19:38:52,656;59
19:38:52,688;63
19:38:52,719;66
19:38:52,750;69
19:38:52,781;72
19:38:52,812;75
19:38:52,844;78
19:38:52,875;80
19:38:52,906;82
19:38:52,938;84
19:38:52,969;85
19:38:53,000;86
19:38:53,031;86
19:38:53,062;86
19:38:53,094;85
19:38:53,125;84
19:38:53,156;82
19:38:53,187;80
19:38:53,219;77
19:38:53,250;74
19:38:53,281;71
19:38:53,312;67
19:38:53,344;63
19:38:53,375;59
19:38:53,406;55
19:38:53,437;50
19:38:53,469;46
19:38:53,500;41
19:38:53,531;36
19:38:53,562;31
19:38:53,594;26
19:38:53,625;21
19:38:53,656;15
19:38:53,687;10
19:38:53,719;5
19:38:53,750;-1
19:38:53,781;-7
19:38:53,812;-12
19:38:53,844;-18
19:38:53,875;-24
19:38:53,906;-30
19:38:53,937;-36
19:38:53,969;-42
19:38:54,000;-47
19:38:54,031;-53
19:38:54,062;-58
19:38:54,094;-63
19:38:54,125;-68
19:38:54,156;-72
19:38:54,188;-75
19:38:54,219;-78
19:38:54,250;-80
19:38:54,281;-82
19:38:54,312;-83
19:38:54,344;-82
19:38:54,375;-81
19:38:54,406;-80
19:38:54,438;-77
19:38:54,469;-74
19:38:54,500;-70
19:38:54,531;-65
19:38:54,562;-60
19:38:54,594;-54
19:38:54,625;-48
19:38:54,656;-42
19:38:54,688;-35
19:38:54,719;-29
19:38:54,750;-22
19:38:54,781;-16
19:38:54,812;-10
19:38:54,844;-4
19:38:54,875;1
19:38:54,906;7
19:38:54,937;12
19:38:54,969;16
19:38:55,000;21
19:38:55,031;25
19:38:55,062;29
19:38:55,094;33
19:38:55,125;37
19:38:55,156;41
19:38:55,187;45
19:38:55,219;49
19:38:55,250;53
19:38:55,281;57
19:38:55,312;61
19:38:55,344;66
19:38:55,375;70
19:38:55,406;75
19:38:55,437;79
19:38:55,469;84
19:38:55,500;89
19:38:55,531;93
19:38:55,562;97
19:38:55,594;101
19:38:55,625;104
19:38:55,656;107
19:38:55,688;109
19:38:55,719;111
19:38:55,750;112
19:38:55,781;112
19:38:55,812;112
19:38:55,844;110
19:38:55,875;109
19:38:55,906;106
19:38:55,938;103
19:38:55,969;99
19:38:56,000;94
19:38:56,031;89
19:38:56,062;84
19:38:56,094;78
19:38:56,125;71
19:38:56,156;65
19:38:56,188;58
19:38:56,219;51
19:38:56,250;44
19:38:56,281;37
19:38:56,312;30
19:38:56,344;23
19:38:56,375;16
19:38:56,406;9
19:38:56,437;2
19:38:56,469;-5
19:38:56,500;-12
19:38:56,531;-18
19:38:56,562;-25
19:38:56,594;-31
19:38:56,625;-37
19:38:56,656;-43
19:38:56,687;-49
19:38:56,719;-54
19:38:56,750;-59
19:38:56,781;-64
19:38:56,812;-68
19:38:56,844;-72
19:38:56,875;-76
19:38:56,906;-79
19:38:56,937;-82
19:38:56,969;-84
19:38:57,000;-85
19:38:57,031;-86
19:38:57,062;-87
19:38:57,094;-87
19:38:57,125;-86
19:38:57,156;-85
19:38:57,187;-84
19:38:57,219;-83
19:38:57,250;-81
19:38:57,281;-79
19:38:57,312;-76
19:38:57,344;-74
19:38:57,375;-71
19:38:57,406;-68
19:38:57,438;-66
19:38:57,469;-63
19:38:57,500;-60
19:38:57,531;-58
19:38:57,562;-55
19:38:57,594;-52
19:38:57,625;-50
19:38:57,656;-47
19:38:57,688;-45
19:38:57,719;-42
19:38:57,750;-39
19:38:57,781;-37
19:38:57,812;-34
19:38:57,844;-31
19:38:57,875;-27
19:38:57,906;-24
19:38:57,937;-20
19:38:57,969;-16
19:38:58,000;-12
19:38:58,031;-7
19:38:58,062;-3
19:38:58,094;2
19:38:58,125;7
19:38:58,156;12
19:38:58,187;18
19:38:58,219;23
19:38:58,250;28
19:38:58,281;34
19:38:58,312;39
19:38:58,344;44
19:38:58,375;50
19:38:58,406;55
19:38:58,437;59
19:38:58,469;64
19:38:58,500;68
19:38:58,531;71
19:38:58,562;75
19:38:58,594;78
19:38:58,625;80
19:38:58,656;82
19:38:58,687;84
19:38:58,719;84
19:38:58,750;85
19:38:58,781;85
19:38:58,812;85
19:38:58,844;84
19:38:58,875;82
19:38:58,906;80
19:38:58,938;78
19:38:58,969;76
19:38:59,000;73
19:38:59,031;70
19:38:59,062;67
19:38:59,094;63
19:38:59,125;59
19:38:59,156;55
19:38:59,188;51
19:38:59,219;47
19:38:59,250;43
19:38:59,281;39
19:38:59,312;35
19:38:59,344;30
19:38:59,375;26
19:38:59,406;21
19:38:59,438;17
19:38:59,469;12
19:38:59,500;8
19:38:59,531;3
19:38:59,562;-2
19:38:59,594;-6
19:38:59,625;-11
19:38:59,656;-16
19:38:59,687;-20
19:38:59,719;-24
19:38:59,750;-28
19:38:59,781;-32
19:38:59,812;-36
19:38:59,844;-39
19:38:59,875;-42
19:38:59,906;-44
19:38:59,937;-46
19:38:59,969;-47
19:39:00,000;-47
19:39:00,031;-47
19:39:00,062;-46
19:39:00,094;-45
19:39:00,125;-42
19:39:00,156;-40
19:39:00,187;-36
19:39:00,219;-32
19:39:00,250;-28
19:39:00,281;-23
19:39:00,312;-18
19:39:00,344;-13
19:39:00,375;-8
19:39:00,406;-2
19:39:00,438;3
19:39:00,469;9
19:39:00,500;14
19:39:00,531;19
19:39:00,562;24
19:39:00,594;29
19:39:00,625;34
19:39:00,656;39
19:39:00,688;44
19:39:00,719;49
19:39:00,750;54
19:39:00,781;59
19:39:00,812;64
19:39:00,844;69
19:39:00,875;74
19:39:00,906;80
19:39:00,938;85
19:39:00,969;91
19:39:01,000;97
19:39:01,031;104
19:39:01,062;110
19:39:01,094;116
19:39:01,125;123
19:39:01,156;129
19:39:01,187;134
19:39:01,219;140
19:39:01,250;144
19:39:01,281;149
19:39:01,312;152
19:39:01,344;155
19:39:01,375;157
19:39:01,406;158
19:39:01,437;158
19:39:01,469;157
19:39:01,500;156
19:39:01,531;153
19:39:01,562;149
19:39:01,594;145
19:39:01,625;140
19:39:01,656;134
19:39:01,687;128
19:39:01,719;121
19:39:01,750;114
19:39:01,781;106
19:39:01,812;98
19:39:01,844;90
19:39:01,875;81
19:39:01,906;73
19:39:01,937;65
19:39:01,969;56
19:39:02,000;48
19:39:02,031;39
19:39:02,062;31
19:39:02,094;23
19:39:02,125;15
19:39:02,156;7
19:39:02,188;-1
19:39:02,219;-8
19:39:02,250;-16
19:39:02,281;-23
19:39:02,312;-30
19:39:02,344;-36
19:39:02,375;-42
19:39:02,406;-48
19:39:02,438;-53
19:39:02,469;-58
19:39:02,500;-62
19:39:02,531;-65
19:39:02,562;-68
19:39:02,594;-71
19:39:02,625;-72
19:39:02,656;-73
19:39:02,688;-73
19:39:02,719;-73
19:39:02,750;-71
19:39:02,781;-70
19:39:02,812;-68
19:39:02,844;-65
19:39:02,875;-62
19:39:02,906;-59
19:39:02,937;-55
19:39:02,969;-52
19:39:03,000;-48
19:39:03,031;-45
19:39:03,062;-42
19:39:03,094;-39
19:39:03,125;-36
19:39:03,156;-34
19:39:03,187;-31
19:39:03,219;-30
19:39:03,250;-28
19:39:03,281;-27
19:39:03,312;-26
19:39:03,344;-25
19:39:03,375;-24
19:39:03,406;-23
19:39:03,437;-23
19:39:03,469;-22
19:39:03,500;-20
19:39:03,531;-19
19:39:03,562;-17
19:39:03,594;-15
19:39:03,625;-13
19:39:03,656;-10
19:39:03,688;-7
19:39:03,719;-3
19:39:03,750;1
19:39:03,781;5
19:39:03,812;10
19:39:03,844;15
19:39:03,875;20
19:39:03,906;25
19:39:03,938;30
19:39:03,969;35
19:39:04,000;40
19:39:04,031;44
19:39:04,062;48
19:39:04,094;52
19:39:04,125;55
19:39:04,156;58
19:39:04,188;60
19:39:04,219;62
19:39:04,250;63
19:39:04,281;63
19:39:04,312;63
19:39:04,344;63
19:39:04,375;62
19:39:04,406;60
19:39:04,437;58
19:39:04,469;57
19:39:04,500;54
19:39:04,531;52
19:39:04,562;50
19:39:04,594;48
19:39:04,625;46
19:39:04,656;45
19:39:04,687;44
19:39:04,719;43
19:39:04,750;42
19:39:04,781;42
19:39:04,812;42
19:39:04,844;43
19:39:04,875;44
19:39:04,906;45
19:39:04,937;47
19:39:04,969;49
19:39:05,000;51
19:39:05,031;53
19:39:05,062;55
19:39:05,094;56
19:39:05,125;58
19:39:05,156;59
19:39:05,188;60
19:39:05,219;60
19:39:05,250;60
19:39:05,281;59
19:39:05,312;58
19:39:05,344;55
19:39:05,375;52
19:39:05,406;49
19:39:05,438;44
19:39:05,469;39
19:39:05,500;34
19:39:05,531;28
19:39:05,562;21
19:39:05,594;14
19:39:05,625;7
19:39:05,656;0
19:39:05,688;-8
19:39:05,719;-15
19:39:05,750;-23
19:39:05,781;-30
19:39:05,812;-37
19:39:05,844;-44
19:39:05,875;-50
19:39:05,906;-56
19:39:05,937;-62
19:39:05,969;-67
19:39:06,000;-71
19:39:06,031;-75
19:39:06,062;-78
19:39:06,094;-81
19:39:06,125;-83
19:39:06,156;-84
19:39:06,187;-85
19:39:06,219;-85
19:39:06,250;-85
19:39:06,281;-83
19:39:06,312;-81
19:39:06,344;-79
19:39:06,375;-75
19:39:06,406;-71
19:39:06,437;-67
19:39:06,469;-62
19:39:06,500;-56
19:39:06,531;-50
19:39:06,562;-43
19:39:06,594;-37
19:39:06,625;-29
19:39:06,656;-22
19:39:06,687;-15
19:39:06,719;-7
19:39:06,750;0
19:39:06,781;7
19:39:06,812;14
19:39:06,844;20
19:39:06,875;26
19:39:06,906;32
19:39:06,938;37
19:39:06,969;42
19:39:07,000;46
19:39:07,031;50
19:39:07,062;54
19:39:07,094;57
19:39:07,125;60
19:39:07,156;62
19:39:07,188;65
19:39:07,219;67
19:39:07,250;70
19:39:07,281;73
19:39:07,312;75
19:39:07,344;78
19:39:07,375;82
19:39:07,406;85
19:39:07,438;89
19:39:07,469;93
19:39:07,500;97
19:39:07,531;101
19:39:07,562;106
19:39:07,594;110
19:39:07,625;115
19:39:07,656;119
19:39:07,687;123
19:39:07,719;126
19:39:07,750;129
19:39:07,781;131
19:39:07,812;133
19:39:07,844;134
19:39:07,875;135
19:39:07,906;134
19:39:07,937;133
19:39:07,969;131
19:39:08,000;128
19:39:08,031;124
19:39:08,062;120
19:39:08,094;115
19:39:08,125;110
19:39:08,156;105
19:39:08,187;99
19:39:08,219;92
19:39:08,250;86
19:39:08,281;79
19:39:08,312;73
19:39:08,344;66
19:39:08,375;59
19:39:08,406;53
19:39:08,438;46
19:39:08,469;39
19:39:08,500;33
19:39:08,531;26
19:39:08,562;20
19:39:08,594;14
19:39:08,625;7
19:39:08,656;0
19:39:08,688;-6
19:39:08,719;-13
19:39:08,750;-20
19:39:08,781;-26
19:39:08,812;-33
19:39:08,844;-40
19:39:08,875;-47
19:39:08,906;-54
19:39:08,938;-61
19:39:08,969;-67
19:39:09,000;-74
19:39:09,031;-80
19:39:09,062;-85
19:39:09,094;-90
19:39:09,125;-95
19:39:09,156;-99
19:39:09,187;-102
19:39:09,219;-105
19:39:09,250;-107
19:39:09,281;-109
19:39:09,312;-109
19:39:09,344;-109
19:39:09,375;-109
19:39:09,406;-107
19:39:09,437;-105
19:39:09,469;-103
19:39:09,500;-100
19:39:09,531;-97
19:39:09,562;-93
19:39:09,594;-90
19:39:09,625;-86
19:39:09,656;-81
19:39:09,687;-77
19:39:09,719;-73
19:39:09,750;-69
19:39:09,781;-64
19:39:09,812;-60
19:39:09,844;-56
19:39:09,875;-53
19:39:09,906;-49
19:39:09,937;-45
19:39:09,969;-42
19:39:10,000;-38
19:39:10,031;-35
19:39:10,062;-31
19:39:10,094;-28
19:39:10,125;-25
19:39:10,156;-21
19:39:10,188;-18
19:39:10,219;-14
19:39:10,250;-10
19:39:10,281;-6
19:39:10,312;-2
19:39:10,344;2
19:39:10,375;6
19:39:10,406;10
19:39:10,438;14
19:39:10,469;18
19:39:10,500;21
19:39:10,531;25
19:39:10,562;29
19:39:10,594;32
19:39:10,625;35
19:39:10,656;38
19:39:10,687;40
19:39:10,719;42
19:39:10,750;43
19:39:10,781;45
19:39:10,812;45
19:39:10,844;46
19:39:10,875;46
19:39:10,906;45
19:39:10,937;45
19:39:10,969;44
19:39:11,000;43
19:39:11,031;41
19:39:11,062;40
19:39:11,094;39
19:39:11,125;38
19:39:11,156;37
19:39:11,187;36
19:39:11,219;35
19:39:11,250;35
19:39:11,281;35
19:39:11,312;35
19:39:11,344;36
19:39:11,375;36
19:39:11,406;37
19:39:11,437;39
19:39:11,469;40
19:39:11,500;42
19:39:11,531;43
19:39:11,562;45
19:39:11,594;46
19:39:11,625;48
19:39:11,656;49
19:39:11,688;49
19:39:11,719;50
19:39:11,750;49
19:39:11,781;49
19:39:11,812;47
19:39:11,844;45
19:39:11,875;43
19:39:11,906;40
19:39:11,938;36
19:39:11,969;32
19:39:12,000;27
19:39:12,031;21
19:39:12,062;16
19:39:12,094;10
19:39:12,125;4
19:39:12,156;-3
19:39:12,188;-9
19:39:12,219;-16
19:39:12,250;-22
19:39:12,281;-28
19:39:12,312;-33
19:39:12,344;-38
19:39:12,375;-43
19:39:12,406;-47
19:39:12,437;-51
19:39:12,469;-54
19:39:12,500;-56
19:39:12,531;-58
19:39:12,562;-59
19:39:12,594;-59
19:39:12,625;-59
19:39:12,656;-58
19:39:12,687;-57
19:39:12,719;-55
19:39:12,750;-52
19:39:12,781;-49
19:39:12,812;-45
19:39:12,844;-41
19:39:12,875;-36
19:39:12,906;-31
19:39:12,937;-25
19:39:12,969;-19
19:39:13,000;-13
19:39:13,031;-6
19:39:13,062;1
19:39:13,094;8
19:39:13,125;16
19:39:13,156;24
19:39:13,188;32
19:39:13,219;40
19:39:13,250;48
19:39:13,281;56
19:39:13,312;63
19:39:13,344;71
19:39:13,375;78
19:39:13,406;84
19:39:13,438;90
19:39:13,469;96
19:39:13,500;101
19:39:13,531;105
19:39:13,562;108
19:39:13,594;110
19:39:13,625;111
19:39:13,656;111
19:39:13,688;111
19:39:13,719;109
19:39:13,750;107
19:39:13,781;103
19:39:13,812;99
19:39:13,844;94
19:39:13,875;88
19:39:13,906;82
19:39:13,937;76
19:39:13,969;69
19:39:14,000;61
19:39:14,031;54
19:39:14,062;46
19:39:14,094;39
19:39:14,125;31
19:39:14,156;24
19:39:14,187;17
19:39:14,219;10
19:39:14,250;3
19:39:14,281;-3
19:39:14,312;-9
19:39:14,344;-15
19:39:14,375;-20
19:39:14,406;-25
19:39:14,437;-30
19:39:14,469;-35
19:39:14,500;-39
19:39:14,531;-43
19:39:14,562;-47
19:39:14,594;-50
19:39:14,625;-53
19:39:14,656;-56
19:39:14,687;-58
19:39:14,719;-60
19:39:14,750;-62
19:39:14,781;-63
19:39:14,812;-63
19:39:14,844;-63
19:39:14,875;-63
19:39:14,906;-62
19:39:14,938;-61
19:39:14,969;-59
19:39:15,000;-56
19:39:15,031;-53
19:39:15,062;-50
19:39:15,094;-46
19:39:15,125;-42
19:39:15,156;-38
19:39:15,188;-34
19:39:15,219;-30
19:39:15,250;-25
19:39:15,281;-21
19:39:15,312;-17
19:39:15,344;-13
19:39:15,375;-10
19:39:15,406;-7
19:39:15,437;-4
19:39:15,469;-1
19:39:15,500;1
19:39:15,531;3
19:39:15,562;5
19:39:15,594;7
19:39:15,625;8
19:39:15,656;10
19:39:15,687;11
19:39:15,719;12
19:39:15,750;13
19:39:15,781;15
19:39:15,812;16
19:39:15,844;18
19:39:15,875;20
19:39:15,906;22
19:39:15,937;24
19:39:15,969;27
19:39:16,000;30
19:39:16,031;33
19:39:16,062;36
19:39:16,094;39
19:39:16,125;42
19:39:16,156;45
19:39:16,187;48
19:39:16,219;51
19:39:16,250;53
19:39:16,281;55
19:39:16,312;57
19:39:16,344;59
19:39:16,375;60
19:39:16,406;61
19:39:16,438;61
19:39:16,469;61
19:39:16,500;60
19:39:16,531;60
19:39:16,562;59
19:39:16,594;57
19:39:16,625;56
19:39:16,656;54
19:39:16,688;53
19:39:16,719;51
19:39:16,750;50
19:39:16,781;48
19:39:16,812;47
19:39:16,844;45
19:39:16,875;44
19:39:16,906;43
19:39:16,938;42
19:39:16,969;42
19:39:17,000;41
19:39:17,031;40
19:39:17,062;40
19:39:17,094;39
19:39:17,125;38
19:39:17,156;36
19:39:17,187;35
19:39:17,219;33
19:39:17,250;30
19:39:17,281;27
19:39:17,312;23
19:39:17,344;19
19:39:17,375;14
19:39:17,406;9
19:39:17,437;3
19:39:17,469;-4
19:39:17,500;-11
19:39:17,531;-18
19:39:17,562;-25
19:39:17,594;-33
19:39:17,625;-41
19:39:17,656;-49
19:39:17,687;-56
19:39:17,719;-64
19:39:17,750;-70
19:39:17,781;-77
19:39:17,812;-82
19:39:17,844;-87
19:39:17,875;-91
19:39:17,906;-94
19:39:17,938;-97
19:39:17,969;-98
19:39:18,000;-99
19:39:18,031;-99
19:39:18,062;-98
19:39:18,094;-96
19:39:18,125;-93
19:39:18,156;-90
19:39:18,188;-87
19:39:18,219;-83
19:39:18,250;-78
19:39:18,281;-73
19:39:18,312;-68
19:39:18,344;-63
19:39:18,375;-58
19:39:18,406;-53
19:39:18,438;-47
19:39:18,469;-42
19:39:18,500;-37
19:39:18,531;-32
19:39:18,562;-27
19:39:18,594;-22
19:39:18,625;-17
19:39:18,656;-12
19:39:18,687;-8
19:39:18,719;-3
19:39:18,750;1
19:39:18,781;5
19:39:18,812;9
19:39:18,844;14
19:39:18,875;18
19:39:18,906;22
19:39:18,937;26
19:39:18,969;30
19:39:19,000;34
19:39:19,031;38
19:39:19,062;42
19:39:19,094;46
19:39:19,125;51
19:39:19,156;56
19:39:19,187;61
19:39:19,219;66
19:39:19,250;72
19:39:19,281;79
19:39:19,312;85
19:39:19,344;93
19:39:19,375;100
19:39:19,406;108
19:39:19,437;117
19:39:19,469;126
19:39:19,500;135
19:39:19,531;144
19:39:19,562;153
19:39:19,594;161
19:39:19,625;170
19:39:19,656;177
19:39:19,688;184
19:39:19,719;190
19:39:19,750;195
19:39:19,781;199
19:39:19,812;201
19:39:19,844;202
19:39:19,875;201
19:39:19,906;198
19:39:19,938;194
19:39:19,969;188
19:39:20,000;181
19:39:20,031;171
19:39:20,062;161
19:39:20,094;149
19:39:20,125;136
19:39:20,156;123
19:39:20,188;109
19:39:20,219;94
19:39:20,250;80
19:39:20,281;65
19:39:20,312;51
19:39:20,344;38
19:39:20,375;25
19:39:20,406;14
19:39:20,437;3
19:39:20,469;-7
19:39:20,500;-15
19:39:20,531;-22
19:39:20,562;-28
19:39:20,594;-33
19:39:20,625;-37
19:39:20,656;-40
19:39:20,687;-42
19:39:20,719;-44
19:39:20,750;-45
19:39:20,781;-46
19:39:20,812;-46
19:39:20,844;-47
19:39:20,875;-47
19:39:20,906;-48
19:39:20,937;-49
19:39:20,969;-51
19:39:21,000;-53
19:39:21,031;-55
19:39:21,062;-57
19:39:21,094;-60
19:39:21,125;-63
19:39:21,156;-66
19:39:21,188;-69
19:39:21,219;-72
19:39:21,250;-75
19:39:21,281;-77
19:39:21,312;-79
19:39:21,344;-80
19:39:21,375;-81
19:39:21,406;-81
19:39:21,438;-81
19:39:21,469;-79
19:39:21,500;-77
19:39:21,531;-74
19:39:21,562;-71
19:39:21,594;-66
19:39:21,625;-62
19:39:21,656;-57
19:39:21,688;-51
19:39:21,719;-45
19:39:21,750;-40
19:39:21,781;-34
19:39:21,812;-28
19:39:21,844;-22
19:39:21,875;-17
19:39:21,906;-12
19:39:21,937;-8
19:39:21,969;-3
19:39:22,000;1
19:39:22,031;4
19:39:22,062;7
19:39:22,094;10
19:39:22,125;13
19:39:22,156;15
19:39:22,187;17
19:39:22,219;19
19:39:22,250;21
19:39:22,281;23
19:39:22,312;25
19:39:22,344;27
19:39:22,375;29
19:39:22,406;31
19:39:22,437;34
19:39:22,469;36
19:39:22,500;39
19:39:22,531;41
19:39:22,562;43
19:39:22,594;46
19:39:22,625;48
19:39:22,656;50
19:39:22,688;52
19:39:22,719;53
19:39:22,750;54
19:39:22,781;54
19:39:22,812;55
19:39:22,844;54
19:39:22,875;54
19:39:22,906;53
19:39:22,938;52
19:39:22,969;50
19:39:23,000;49
19:39:23,031;47
19:39:23,062;45
19:39:23,094;43
19:39:23,125;42
19:39:23,156;40
19:39:23,188;39
19:39:23,219;38
19:39:23,250;38
19:39:23,281;38
19:39:23,312;38
19:39:23,344;38
19:39:23,375;39
19:39:23,406;40
19:39:23,437;41
19:39:23,469;42
19:39:23,500;44
19:39:23,531;44
19:39:23,562;45
19:39:23,594;46
19:39:23,625;46
19:39:23,656;45
19:39:23,687;44
19:39:23,719;42
19:39:23,750;40
19:39:23,781;37
19:39:23,812;34
19:39:23,844;30
19:39:23,875;25
19:39:23,906;20
19:39:23,937;14
19:39:23,969;8
19:39:24,000;2
19:39:24,031;-5
19:39:24,062;-12
19:39:24,094;-19
19:39:24,125;-25
19:39:24,156;-32
19:39:24,187;-39
19:39:24,219;-45
19:39:24,250;-51
19:39:24,281;-57
19:39:24,312;-63
19:39:24,344;-68
19:39:24,375;-73
19:39:24,406;-77
19:39:24,438;-81
19:39:24,469;-85
19:39:24,500;-88
19:39:24,531;-90
19:39:24,562;-92
19:39:24,594;-93
19:39:24,625;-94
19:39:24,656;-94
19:39:24,688;-93
19:39:24,719;-92
19:39:24,750;-91
19:39:24,781;-88
19:39:24,812;-86
19:39:24,844;-82
19:39:24,875;-78
19:39:24,906;-73
19:39:24,938;-68
19:39:24,969;-62
19:39:25,000;-56
19:39:25,031;-50
19:39:25,062;-43
19:39:25,094;-36
19:39:25,125;-28
19:39:25,156;-21
19:39:25,187;-13
19:39:25,219;-5
19:39:25,250;3
19:39:25,281;11
19:39:25,312;19
19:39:25,344;27
19:39:25,375;36
19:39:25,406;44
19:39:25,437;52
19:39:25,469;60
19:39:25,500;68
19:39:25,531;75
19:39:25,562;83
19:39:25,594;91
19:39:25,625;98
19:39:25,656;105
19:39:25,687;112
19:39:25,719;119
19:39:25,750;125
19:39:25,781;130
19:39:25,812;135
19:39:25,844;140
19:39:25,875;143
19:39:25,906;146
19:39:25,938;148
19:39:25,969;149
19:39:26,000;149
19:39:26,031;148
19:39:26,062;146
19:39:26,094;143
19:39:26,125;139
19:39:26,156;135
19:39:26,188;129
19:39:26,219;122
19:39:26,250;115
19:39:26,281;107
19:39:26,312;98
19:39:26,344;90
19:39:26,375;81
19:39:26,406;71
19:39:26,438;62
19:39:26,469;53
19:39:26,500;44
19:39:26,531;35
19:39:26,562;26
19:39:26,594;18
19:39:26,625;10
19:39:26,656;2
19:39:26,687;-5
19:39:26,719;-12
19:39:26,750;-18
19:39:26,781;-24
19:39:26,812;-30
19:39:26,844;-35
19:39:26,875;-41
19:39:26,906;-46
19:39:26,937;-50
19:39:26,969;-55
19:39:27,000;-59
19:39:27,031;-63
19:39:27,062;-67
19:39:27,094;-71
19:39:27,125;-74
19:39:27,156;-77
19:39:27,187;-79
19:39:27,219;-82
19:39:27,250;-83
19:39:27,281;-85
19:39:27,312;-85
19:39:27,344;-86
19:39:27,375;-85
19:39:27,406;-85
19:39:27,437;-83
19:39:27,469;-82
19:39:27,500;-79
19:39:27,531;-76
19:39:27,562;-73
19:39:27,594;-70
19:39:27,625;-66
19:39:27,656;-61
19:39:27,688;-57
19:39:27,719;-52
19:39:27,750;-48
19:39:27,781;-43
19:39:27,812;-38
19:39:27,844;-33
19:39:27,875;-28
19:39:27,906;-24
19:39:27,938;-19
19:39:27,969;-15
19:39:28,000;-11
19:39:28,031;-7
19:39:28,062;-3
19:39:28,094;0
19:39:28,125;4
19:39:28,156;7
19:39:28,187;10
19:39:28,219;13
19:39:28,250;15
19:39:28,281;18
19:39:28,312;20
19:39:28,344;22
19:39:28,375;24
19:39:28,406;26
19:39:28,437;28
19:39:28,469;30
19:39:28,500;32
19:39:28,531;33
19:39:28,562;35
19:39:28,594;37
19:39:28,625;38
19:39:28,656;40
19:39:28,687;41
19:39:28,719;42
19:39:28,750;43
19:39:28,781;44
19:39:28,812;45
19:39:28,844;46
19:39:28,875;46
19:39:28,906;46
19:39:28,937;46
19:39:28,969;46
19:39:29,000;45
19:39:29,031;45
19:39:29,062;43
19:39:29,094;42
19:39:29,125;41
19:39:29,156;39
19:39:29,188;37
19:39:29,219;36
19:39:29,250;34
19:39:29,281;32
19:39:29,312;30
19:39:29,344;29
19:39:29,375;28
19:39:29,406;27
19:39:29,438;26
19:39:29,469;25
19:39:29,500;25
19:39:29,531;25
19:39:29,562;26
19:39:29,594;26
19:39:29,625;27
19:39:29,656;28
19:39:29,688;29
19:39:29,719;31
19:39:29,750;32
19:39:29,781;33
19:39:29,812;33
19:39:29,844;34
19:39:29,875;34
19:39:29,906;33
19:39:29,937;32
19:39:29,969;31
19:39:30,000;29
19:39:30,031;26
19:39:30,062;23
19:39:30,094;19
19:39:30,125;15
19:39:30,156;10
19:39:30,187;5
19:39:30,219;0
19:39:30,250;-5
19:39:30,281;-11
19:39:30,312;-16
19:39:30,344;-21
19:39:30,375;-27
19:39:30,406;-32
19:39:30,437;-36
